Price,Close,High,Low,Open,Volume,Returns,50_MA,Previous Close,Predicted Close
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2020-03-16,58.779293060302734,62.873283657436204,58.242970742071286,58.71619413875295,322423600,-0.12864678825671783,73.84424530029297,67.45748138427734,68.00058176354491
2020-03-17,61.363826751708984,62.5165485741774,57.854685943845006,60.06549231026202,324056000,0.04397013908885783,73.63133934020996,58.779293060302734,59.37159402509525
2020-03-18,59.861629486083984,60.6697510139483,57.54404425675361,58.187145839294104,300233600,-0.024480175783417324,73.3769139099121,61.363826751708984,61.94147482281229
2020-03-19,59.4029655456543,61.35895770048267,58.87635255804571,60.036357886139776,271857200,-0.0076620690811016745,73.12014259338379,59.861629486083984,60.44779419479453
2020-03-20,55.63174819946289,61.11386719257989,55.330824836574074,59.98540735898822,401693200,-0.06348533800544065,72.76470474243165,59.4029655456543,59.99173062826616
2020-03-23,54.449886322021484,55.452151782075894,51.59598260057971,55.35022704591594,336752800,-0.021244377818290805,72.35444664001464,55.63174819946289,56.24189402361292
2020-03-24,59.91260528564453,60.10917472444294,56.859702380225244,57.359620632722056,287531200,0.10032562660123912,72.05005317687989,54.449886322021484,55.06673265717784
2020-03-25,59.58255386352539,62.67185674280047,59.286485163699844,60.85176409780143,303602000,-0.005508881153566292,71.70695587158202,59.91260528564453,60.49848098942775
2020-03-26,62.71796417236328,62.77620476506975,59.786401276197694,59.825230806660564,252087200,0.052622959331679375,71.44729080200196,59.58255386352539,60.170300778512534
2020-03-27,60.121299743652344,62.094277592448684,59.9538506329564,61.337120260245676,204216800,-0.041402243567324803,71.14218078613281,62.71796417236328,63.287935024271725
2020-03-30,61.83704376220703,62.0093475048291,60.52414930589501,60.849342024154396,167976400,0.02853803936159638,70.85250122070312,60.121299743652344,60.70599226390157
2020-03-31,61.71084213256836,63.70080921944118,61.155108844211355,62.028754737466606,197002000,-0.002040874239136903,70.5433992767334,61.83704376220703,62.41200895145439
2020-04-01,58.46380615234375,60.35912878890937,58.031837774101646,59.82038104472191,176218400,-0.052616944900043094,70.17981544494629,61.71084213256836,62.28652281609178
2020-04-02,59.43937683105469,59.49276651729852,57.490664392119754,58.32548090103607,165934000,0.016686745918813806,69.83027153015136,58.46380615234375,59.05789575550381
2020-04-03,58.58513641357422,59.626227661114996,57.992999079947744,58.92246006471552,129880000,-0.014371624721243093,69.45623420715332,59.43937683105469,60.0279354815756
2020-04-06,63.69596862792969,63.85127936413574,60.51930084799207,60.88817032671101,201820400,0.08723769418707517,69.18886848449706,58.58513641357422,59.17853814045508
2020-04-07,62.958213806152344,65.93588999958892,62.85386360925453,65.7174729657415,202887200,-0.011582441364332285,68.9520694732666,63.69596862792969,64.26039472901417
2020-04-08,64.56961822509766,64.88509803559353,63.395052482452144,63.76149282104844,168895200,0.025594824273553973,68.7051782989502,62.958213806152344,63.526822573923724
2020-04-09,65.03555297851562,65.54032952455171,64.2371442763535,65.20786042767898,161834800,0.00721600601375183,68.43540641784668,64.56961822509766,65.12909121037967
2020-04-13,66.31205749511719,66.42126604167221,64.51137549316124,65.1132222675946,131022800,0.019627795231067724,68.19344017028808,65.03555297851562,65.59238436835989
2020-04-14,69.66101837158203,69.95223619410436,67.47690692059525,67.9501340306998,194994800,0.050503045795426305,68.08798576354981,66.31205749511719,66.86165180190939
2020-04-15,69.02518463134766,69.48627323972364,68.10300741459568,68.5325465687292,131154400,-0.009127540123555877,67.97392997741699,69.66101837158203,70.19162590027366
2020-04-16,69.57365417480469,69.94010189303526,68.52042803590564,69.74110330393147,157125200,0.007945933739783806,67.82150276184082,69.02518463134766,69.5593969898895
2020-04-17,68.62964630126953,69.63677048787753,67.1881318593353,69.08831335369332,215250000,-0.01356846761510222,67.63760581970215,69.57365417480469,70.10475701075111
2020-04-20,67.2051010131836,68.35782638874939,67.18568994969831,67.45263835997193,130015200,-0.020756995917369125,67.40701194763183,68.62964630126953,69.16610114599754
2020-04-21,65.12775421142578,67.28274465717786,64.4142774447653,67.04734575925282,180991600,-0.03091055247949559,67.15627571105956,67.2051010131836,67.7496322512398
2020-04-22,67.00369262695312,67.44051199003249,66.0572457362962,66.39941670732112,116862400,0.028803978246162876,66.93568092346192,65.12775421142578,65.68406287066361
2020-04-23,66.74400329589844,68.37480642869768,66.7051737682157,66.94785276175145,124814400,-0.0038757465577385908,66.71930839538574,67.00369262695312,67.54936574049789
2020-04-24,68.6708984375,68.68060767421453,67.22210405742399,67.27064283501898,126161200,0.028869936570316224,66.50463493347168,66.74400329589844,67.29114870604077
2020-04-27,68.71943664550781,69.05190579194252,67.93800973096258,68.38696009309551,117087600,0.0007068235469787076,66.30224082946778,68.6708984375,69.20711940515817
2020-04-28,67.60550689697266,69.36492949955759,67.51329510571802,69.18292026480744,112004800,-0.016209820727742685,66.07717964172363,68.71943664550781,69.25538242805071
2020-04-29,69.8260498046875,70.29684778168853,68.89416308692655,69.0980126121264,137280800,0.032845592166017346,65.92540840148926,67.60550689697266,68.14776805247308
2020-04-30,71.29907989501953,71.47623821292636,69.97648392480959,70.36719351970498,183064000,0.021095709902712256,65.78067420959472,69.8260498046875,70.3557216953363
2020-05-01,70.15123748779297,72.56103877053023,69.36981062017894,69.46688076275679,240616800,-0.016098979242321843,65.62909767150879,71.29907989501953,71.82040051000634
2020-05-04,71.14378356933594,71.27240315582554,69.48385993378157,70.17549663342325,133568000,0.014148661051284872,65.53256004333497,70.15123748779297,70.67906574198021
2020-05-05,72.21155548095703,73.04637175058454,71.45924917442386,71.60485804116813,147751200,0.01500864668773838,65.52955070495605,71.14378356933594,71.66598462962634
2020-05-06,72.95660400390625,73.58999276968885,72.5294865058915,72.91534530676655,142333600,0.010317580309507246,65.5904630279541,72.21155548095703,72.72770285800185
2020-05-07,73.7113265991211,74.05836324243135,73.28178737986006,73.58513616899319,115215200,0.010344815325757706,65.64428916931152,72.95660400390625,73.46852736296422
2020-05-08,75.46577453613281,75.51930873875061,74.04469357012428,74.37319856682336,133838400,0.023801605776996526,65.82605323791503,73.7113265991211,74.21897109348897
2020-05-11,76.65325927734375,77.14965926401848,74.7625342106639,74.97180698726206,145946400,0.01573540785223604,66.03234352111816,75.46577453613281,75.96347226943128
2020-05-12,75.77725982666016,77.79208148134276,75.65559183440632,77.33947268862552,162301200,-0.011428078322333168,66.09759040832519,76.65325927734375,77.14422462107098
2020-05-13,74.86229705810547,76.88198972405412,73.78188493945902,75.95730873840742,200622400,-0.012074371264514716,66.1905980682373,75.77725982666016,76.27319160857519
2020-05-14,75.32219696044922,75.38303093576837,73.37307401489639,74.09821767406875,158929200,0.006143277997291419,66.22766914367676,74.86229705810547,75.36341617892879
2020-05-15,74.87689971923828,74.92313414173562,73.05188017652294,73.08595077247826,166348400,-0.005911899269809617,66.30349601745606,75.32219696044922,75.82070870014257
2020-05-18,76.64108276367188,77.0158221767727,75.51200790514008,76.20551679383226,135178400,0.023561112319669286,66.4334873199463,74.87689971923828,75.37793605095273
2020-05-19,76.19822692871094,77.50736817025115,76.16659206539425,76.65812803670754,101729600,-0.005778308695435719,66.66557426452637,76.64108276367188,77.13211714157765
2020-05-20,77.68013763427734,77.75069971271533,77.02069186607584,77.05962650901947,111504800,0.01944809958574023,66.83425651550293,76.19822692871094,76.6917720571985
2020-05-21,77.10100555419922,78.08408497746194,76.86253362412333,77.54144307709652,102688800,-0.007455343125223557,67.03945503234863,77.68013763427734,78.16528113886743
2020-05-22,77.59740447998047,77.68013781166567,76.73599313969208,76.83819007988166,81803200,0.006438293796729999,67.38659896850587,77.10100555419922,77.58943242121155
2020-05-26,77.07181549072266,78.89926383747755,77.01584553623708,78.7191975702139,125522000,-0.006773280534059789,67.57888565063476,77.59740447998047,78.08301703634515
2020-05-27,77.4075927734375,77.55359582351838,76.1860490206754,76.92822809774341,112945200,0.004356680591691253,67.95145164489746,77.07181549072266,77.56040784944373
2020-05-28,77.44165802001953,78.70457206303743,76.80411908559893,77.0815181781685,133560800,0.0004400762943466141,68.27300827026367,77.4075927734375,77.89428145845402
2020-05-29,77.36622619628906,78.14733245248436,77.00852208206489,77.6849956705814,153532400,-0.0009740471170047726,68.62310020446778,77.44165802001953,77.92815357370318
2020-06-01,78.31765747070312,78.43932541537534,77.1885753796545,77.31997883918663,80791200,0.012297759903658001,69.00139404296876,77.36622619628906,77.85314940719289
2020-06-02,78.68023681640625,78.70457189402366,77.60712449987925,78.04999766403765,87642800,0.0046295989616231825,69.46236381530761,78.31765747070312,78.79918658619897
2020-06-03,79.1133804321289,79.37618740858451,78.42717129207927,79.00144797787304,104491200,0.005505113269210993,69.95563369750977,78.68023681640625,79.15971030514662
2020-06-04,78.43203735351562,79.23504293791275,78.05729794865285,78.9357445019579,87560400,-0.008612235691253356,70.32602233886719,79.1133804321289,79.59039823326324
2020-06-05,80.66585540771484,80.72668938615203,78.65347007438078,78.68266919586698,137250400,0.028480938779274156,70.74768836975097,78.43203735351562,78.91291799757981
2020-06-08,81.14280700683594,81.17687760567065,79.64872807646304,80.36170065582685,95654400,0.0059126825930302385,71.11618522644044,80.66585540771484,81.13407152410116
2020-06-09,83.70513153076172,84.09933458379527,80.7899715861673,80.82160644800746,147712400,0.031577962587736375,71.58786186218262,81.14280700683594,81.6083190682896
2020-06-10,85.85865783691406,86.32829444981938,84.21614013366542,84.65657762001017,166651600,0.025727530281233868,72.06829414367675,83.70513153076172,84.1561166123694
2020-06-11,81.73653411865234,85.42550756039871,81.63433719073035,84.99966970000351,201662400,-0.0480105771754733,72.46880798339843,85.85865783691406,86.29743360117916
